car_name,brand,model,avg_cost_price,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Hyundai i20,Hyundai,i20,11.17,7,57212.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,5.5
Hyundai i20,Hyundai,i20,9.495,7,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,4.0
Hyundai i20,Hyundai,i20,10.33,3,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,6.6
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,3,60000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.0
Maruti Alto,Maruti,Alto,4.112027,10,39513.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,2.0
Maruti Ertiga,Maruti,Ertiga,10.457891,4,40000.0,Individual,Diesel,Manual,24.52,1248.0,88.5,7.0,8.65
Maruti DzireVXI,Maruti,DzireVXI,8.465,1,8000.0,Individual,Petrol,Manual,23.26,1197.0,88.5,5.0,6.5
Mahindra XUV500,Mahindra,XUV500,19.945,7,120000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,9.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.24,4,15659.0,Trustmark Dealer,Petrol,Manual,21.21,1197.0,81.8,5.0,6.25
Maruti Wagon R,Maruti,Wagon R,6.05,6,50000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,4.0
Mahindra XUV500,Mahindra,XUV500,19.91,4,65000.0,Dealer,Diesel,Automatic,16.0,1997.0,140.0,7.0,11.75
Renault KWID,Renault,KWID,4.67,5,80000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,2.5
Hyundai Venue,Hyundai,Venue,10.36,2,3800.0,Individual,Petrol,Manual,18.27,998.0,118.35,5.0,9.5
Honda Amaze,Honda,Amaze,8.53,5,54000.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,5.1
Maruti Celerio,Maruti,Celerio,5.875,4,25000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,3.45
Volkswagen Polo,Volkswagen,Polo,9.09,11,61000.0,Dealer,Petrol,Manual,16.47,1198.0,73.9,5.0,2.35
Renault KWID,Renault,KWID,5.05,5,25000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,3.0
Maruti Wagon R,Maruti,Wagon R,6.005,10,64000.0,Dealer,CNG,Manual,26.2,998.0,58.2,5.0,2.25
Maruti Swift,Maruti,Swift,7.51,9,51000.0,Dealer,Petrol,Manual,16.1,1197.0,85.0,5.0,2.91
Honda City,Honda,City,15.61,6,40000.0,Individual,Diesel,Manual,25.1,1498.0,98.6,5.0,6.2
Hyundai i10,Hyundai,i10,7.1382666,10,47000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.95
Maruti SwiftDzire,Maruti,SwiftDzire,8.24,8,48987.0,Trustmark Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,3.7
Maruti Swift,Maruti,Swift,7.7467155,3,25000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,6.9
Maruti Swift,Maruti,Swift,7.555,8,30000.0,Individual,Petrol,Manual,18.6,1197.0,85.8,5.0,3.9
Mahindra XUV500,Mahindra,XUV500,19.91,9,80000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,5.5
Hyundai Creta,Hyundai,Creta,16.085,4,54000.0,Dealer,Petrol,Manual,15.8,1591.0,121.3,5.0,10.5
Mahindra Bolero,Mahindra,Bolero,9.87,13,90000.0,Individual,Diesel,Manual,13.6,2523.0,63.0,7.0,2.3
Maruti Alto,Maruti,Alto,4.112027,7,75001.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.75
Ford Figo,Ford,Figo,8.95,8,100000.0,Individual,Diesel,Manual,20.0,1399.0,68.1,5.0,2.5
Volkswagen Vento,Volkswagen,Vento,13.09,7,42000.0,Dealer,Petrol,Automatic,16.93,1197.0,103.6,5.0,5.75
Maruti Wagon R,Maruti,Wagon R,6.005,4,32013.0,Trustmark Dealer,CNG,Manual,33.54,998.0,67.04,5.0,3.8
Mahindra XUV500,Mahindra,XUV500,19.945,5,55766.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,11.51
Maruti Alto,Maruti,Alto,4.112027,7,70000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,2.45
Tata Nexon,Tata,Nexon,12.565,3,40000.0,Individual,Diesel,Automatic,21.5,1497.0,108.5,5.0,10.0
Renault Duster,Renault,Duster,14.168889,5,118500.0,Individual,Diesel,Manual,19.72,1461.0,108.45,5.0,9.43
Renault Duster,Renault,Duster,14.168889,7,42000.0,Dealer,Diesel,Manual,19.01,1461.0,108.45,5.0,5.0
Mahindra Scorpio,Mahindra,Scorpio,17.51,8,120000.0,Individual,Diesel,Manual,14.0,2523.0,75.0,8.0,5.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,6,32000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,5.7
Nissan Kicks,Nissan,Kicks,13.715,1,15000.0,Individual,Petrol,Manual,14.23,1330.0,153.87,5.0,10.0
Kia Seltos,Kia,Seltos,16.102222,2,13000.0,Dealer,Petrol,Manual,16.8,1497.0,113.4,5.0,11.4
Maruti Ciaz,Maruti,Ciaz,11.52,4,44000.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,7.75
Maruti Swift,Maruti,Swift,7.825,7,40000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5.0,3.2
Mahindra XUV500,Mahindra,XUV500,19.945,5,120000.0,Individual,Diesel,Automatic,16.0,2179.0,140.0,7.0,14.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.555,3,5000.0,Individual,Petrol,Automatic,21.21,1197.0,81.8,5.0,7.0
Mahindra Scorpio,Mahindra,Scorpio,17.535,6,80000.0,Individual,Diesel,Manual,15.4,2523.0,75.0,9.0,8.0
Maruti Swift,Maruti,Swift,7.51,2,23414.0,Trustmark Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,5.3
Toyota Innova,Toyota,Innova,24.86143,4,68000.0,Dealer,Diesel,Manual,13.68,2393.0,147.51,8.0,13.6
Maruti Wagon R,Maruti,Wagon R,6.24,6,15000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.5
Mahindra XUV500,Mahindra,XUV500,19.91,6,50000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,7.99
Hyundai Verna,Hyundai,Verna,15.455,12,110000.0,Individual,Diesel,Manual,18.1,1493.0,110.0,5.0,3.5
Toyota Innova,Toyota,Innova,24.86143,7,70000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,8.0,7.4
Mahindra Bolero,Mahindra,Bolero,9.925,2,30000.0,Individual,Diesel,Manual,15.96,2523.0,63.0,9.0,6.2
Maruti Celerio,Maruti,Celerio,5.67,7,23970.0,Dealer,Petrol,Manual,23.1,998.0,67.04,5.0,3.5
Tata Tiago,Tata,Tiago,6.87,4,60000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,3.8
Maruti Swift,Maruti,Swift,7.7467155,7,30000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,5.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.285,6,50000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,4.9
Volkswagen Vento,Volkswagen,Vento,13.294659,7,55000.0,Dealer,Diesel,Manual,20.34,1498.0,103.2,5.0,3.75
Tata Safari,Tata,Safari,18.13,5,50000.0,Individual,Diesel,Manual,14.1,2179.0,148.0,7.0,10.0
Toyota Innova,Toyota,Innova,23.525,3,50000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,8.0,15.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,4,107000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,4.9
Maruti Wagon R,Maruti,Wagon R,6.185586,9,120000.0,Individual,LPG,Manual,26.2,998.0,58.2,5.0,2.6
Honda City,Honda,City,14.74,11,68000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,3.25
Hyundai i20,Hyundai,i20,11.21,6,70000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,5.9
Tata Safari,Tata,Safari,18.13,9,68240.0,Dealer,Diesel,Manual,13.93,2956.0,138.1,7.0,4.5
Hyundai Creta,Hyundai,Creta,16.83,4,51000.0,Dealer,Diesel,Manual,22.1,1396.0,88.7,5.0,8.75
Hyundai Grand,Hyundai,Grand,6.525,6,50000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,4.5
Hyundai Creta,Hyundai,Creta,15.76,4,60000.0,Individual,Diesel,Manual,21.38,1396.0,88.7,5.0,8.5
Maruti Ertiga,Maruti,Ertiga,10.75,1,4500.0,Individual,Petrol,Manual,19.01,1462.0,103.26,7.0,8.3
Mahindra XUV500,Mahindra,XUV500,19.945,5,100000.0,Individual,Diesel,Manual,16.0,2179.0,140.0,7.0,8.29
Hyundai Verna,Hyundai,Verna,13.275,9,50000.0,Individual,Petrol,Manual,17.1,1591.0,121.3,5.0,4.5
Tata Safari,Tata,Safari,18.13,5,120000.0,Individual,Diesel,Manual,14.1,2179.0,147.94,7.0,6.9
Honda City,Honda,City,15.192461,7,59250.0,Dealer,Petrol,Manual,17.4,1497.0,117.3,5.0,5.75
Hyundai Grand,Hyundai,Grand,6.525,3,31799.0,Trustmark Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,5.0
Maruti Baleno,Maruti,Baleno,8.693568,2,3500.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,7.0
Maruti Wagon R,Maruti,Wagon R,6.065,6,15000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.0
Skoda Rapid,Skoda,Rapid,12.005,8,42000.0,Dealer,Petrol,Manual,15.0,1598.0,103.5,5.0,3.75
Tata Safari,Tata,Safari,18.13,3,50000.0,Individual,Diesel,Manual,14.1,2179.0,147.94,7.0,8.5
Hyundai i20,Hyundai,i20,10.625,4,53000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,5.75
Maruti Swift,Maruti,Swift,7.555,3,56000.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,5.0
Mahindra Bolero,Mahindra,Bolero,9.775915,2,35000.0,Individual,Diesel,Manual,16.5,1493.0,70.0,7.0,8.5
Hyundai Creta,Hyundai,Creta,15.54,5,70000.0,Individual,Petrol,Manual,15.29,1591.0,121.3,5.0,8.15
Maruti Wagon R,Maruti,Wagon R,6.005,9,95000.0,Dealer,CNG,Manual,26.6,998.0,58.16,5.0,1.9
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,4,50000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,9.0
Toyota Innova,Toyota,Innova,23.355,5,52000.0,Dealer,Petrol,Manual,11.25,2694.0,163.7,7.0,13.0
Skoda Rapid,Skoda,Rapid,12.005,7,59000.0,Dealer,Petrol,Automatic,14.3,1598.0,103.6,5.0,4.45
Hyundai Creta,Hyundai,Creta,15.58,5,10000.0,Individual,Petrol,Manual,15.29,1591.0,121.3,5.0,10.0
Tata Tiago,Tata,Tiago,6.773722,4,37000.0,Dealer,Petrol,Manual,23.84,1199.0,84.0,5.0,3.95
Maruti Swift,Maruti,Swift,7.7467155,8,80000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,3.5
Tata Tigor,Tata,Tigor,7.5416665,2,50000.0,Individual,Diesel,Manual,24.7,1047.0,69.0,5.0,4.0
Maruti Wagon R,Maruti,Wagon R,6.24,2,15000.0,Individual,Petrol,Manual,21.79,998.0,67.05,5.0,4.75
Mahindra Bolero,Mahindra,Bolero,9.775915,3,70000.0,Individual,Diesel,Manual,16.5,1493.0,70.0,7.0,6.7
Hyundai i20,Hyundai,i20,10.475,3,20000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.24
MG Hector,MG,Hector,19.23,2,20000.0,Dealer,Diesel,Manual,17.41,1956.0,167.68,5.0,17.5
Maruti Swift,Maruti,Swift,7.7467155,14,187500.0,Individual,Diesel,Manual,17.8,1248.0,75.0,5.0,2.15
Hyundai i20,Hyundai,i20,11.415,7,67000.0,Dealer,Diesel,Manual,21.9,1396.0,90.0,5.0,3.55
Maruti Swift,Maruti,Swift,7.7467155,6,38000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,5.3
Mahindra Bolero,Mahindra,Bolero,9.87,14,40000.0,Individual,Diesel,Manual,13.6,2523.0,63.0,7.0,2.5
Toyota Innova,Toyota,Innova,23.355,4,50000.0,Dealer,Petrol,Manual,11.25,2694.0,163.7,7.0,15.0
Renault Duster,Renault,Duster,14.168889,3,32440.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,8.5
Hyundai i20,Hyundai,i20,10.72,3,40000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,6.45
Ford Aspire,Ford,Aspire,9.105087,5,70000.0,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,4.4
Ford Ecosport,Ford,Ecosport,11.965,7,37000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,5.9
Hyundai Grand,Hyundai,Grand,7.17,6,40000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,3.5
Maruti Alto,Maruti,Alto,4.112027,11,83000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.9
Maruti Swift,Maruti,Swift,7.7467155,4,80000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,5.5
Maruti Ciaz,Maruti,Ciaz,11.595719,5,35000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5.0,8.38
Maruti Swift,Maruti,Swift,7.715,3,30000.0,Individual,Petrol,Automatic,22.0,1197.0,81.8,5.0,5.75
Toyota Innova,Toyota,Innova,24.86143,13,200000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,8.0,6.0
Ford Figo,Ford,Figo,8.955,8,54000.0,Dealer,Diesel,Manual,18.5,1399.0,68.0,5.0,1.95
Tata Tiago,Tata,Tiago,6.675,2,10000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,5.15
Hyundai Santro,Hyundai,Santro,6.185,2,11500.0,Dealer,Petrol,Manual,20.3,1086.0,68.07,5.0,5.3
Maruti Ignis,Maruti,Ignis,7.005,3,30000.0,Dealer,Petrol,Manual,20.89,1197.0,81.8,5.0,5.7
Hyundai Grand,Hyundai,Grand,7.071195,3,54000.0,Individual,Diesel,Manual,24.0,1186.0,73.97,5.0,4.3
Maruti XL6,Maruti,XL6,12.46,1,9500.0,Dealer,Petrol,Automatic,17.99,1462.0,103.2,6.0,11.85
Honda Amaze,Honda,Amaze,8.52,6,120000.0,Individual,Petrol,Manual,18.0,1198.0,86.7,5.0,2.8
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,4,50000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,6.8
MG Hector,MG,Hector,17.845,2,11002.0,Dealer,Petrol,Automatic,13.96,1451.0,141.0,5.0,17.9
Toyota Innova,Toyota,Innova,24.86143,8,75000.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,7.0,6.0
Maruti Baleno,Maruti,Baleno,8.675,2,40000.0,Individual,Petrol,Automatic,19.56,1197.0,81.8,5.0,5.5
Volkswagen Polo,Volkswagen,Polo,9.283831,10,120000.0,Individual,Diesel,Manual,20.14,1498.0,88.8,5.0,4.5
Tata Safari,Tata,Safari,18.13,5,100000.0,Individual,Diesel,Manual,14.1,2179.0,147.94,7.0,6.5
Hyundai i10,Hyundai,i10,7.1382666,7,61000.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,3.2
Volkswagen Vento,Volkswagen,Vento,13.1,8,47000.0,Dealer,Petrol,Manual,16.09,1598.0,103.2,5.0,3.9
Mahindra XUV500,Mahindra,XUV500,19.945,7,51000.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,7.35
Honda City,Honda,City,14.74,6,53000.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5.0,7.41
Hyundai Verna,Hyundai,Verna,15.69,10,75000.0,Dealer,Diesel,Automatic,22.32,1582.0,126.32,5.0,3.65
Mahindra XUV500,Mahindra,XUV500,19.945,6,110000.0,Individual,Diesel,Manual,16.0,1997.0,140.0,7.0,9.5
Tata Tiago,Tata,Tiago,6.773722,3,36500.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,4.2
Maruti Ertiga,Maruti,Ertiga,10.457891,6,48200.0,Dealer,Diesel,Manual,25.47,1248.0,88.5,7.0,5.35
Maruti Swift,Maruti,Swift,7.7467155,9,115000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,3.0
Honda Civic,Honda,Civic,23.495,15,80000.0,Individual,Petrol,Manual,13.5,1799.0,130.0,5.0,2.5
Maruti Wagon R,Maruti,Wagon R,5.95,11,61000.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,1.95
Maruti Ciaz,Maruti,Ciaz,11.595719,5,35000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,6.1
Toyota Innova,Toyota,Innova,24.86143,6,90000.0,Individual,Diesel,Manual,12.99,2494.0,100.6,7.0,9.5
Hyundai Grand,Hyundai,Grand,7.17,4,35000.0,Individual,Petrol,Automatic,18.9,1197.0,81.86,5.0,5.11
Tata Harrier,Tata,Harrier,20.675,2,15200.0,Dealer,Diesel,Manual,17.0,1956.0,138.1,5.0,15.5
Mahindra Scorpio,Mahindra,Scorpio,17.51,7,120000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,9.0,6.0
Mahindra Bolero,Mahindra,Bolero,9.7,9,60000.0,Individual,Diesel,Manual,15.96,2523.0,62.1,7.0,5.2
Maruti Alto,Maruti,Alto,3.92,1,10000.0,Individual,Petrol,Manual,22.05,796.0,47.3,5.0,3.7
Maruti SwiftDzire,Maruti,SwiftDzire,8.285,4,60000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,5.5
Mahindra Scorpio,Mahindra,Scorpio,16.995,14,100000.0,Individual,Diesel,Manual,11.0,2179.0,120.0,5.0,2.17
Tata Nexon,Tata,Nexon,10.415,2,6700.0,Individual,Petrol,Manual,17.0,1198.0,108.5,5.0,7.5
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,8,65000.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,3.5
Hyundai Verna,Hyundai,Verna,13.53,7,49599.0,Dealer,Petrol,Automatic,17.1,1591.0,121.4,5.0,6.1
Maruti Alto,Maruti,Alto,4.13,3,20000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,3.1
Maruti Celerio,Maruti,Celerio,5.875,6,49955.0,Dealer,Petrol,Manual,21.63,998.0,67.04,5.0,4.0
Ford Ecosport,Ford,Ecosport,11.51,6,110000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5.0,6.0
Ford Ecosport,Ford,Ecosport,12.085,2,64000.0,Dealer,Diesel,Manual,22.77,1498.0,98.59,5.0,8.5
Renault Duster,Renault,Duster,14.168889,7,56896.0,Dealer,Diesel,Manual,19.01,1461.0,108.45,5.0,4.5
Maruti Baleno,Maruti,Baleno,8.78,4,35000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,6.25
Maruti Wagon R,Maruti,Wagon R,6.24,3,15000.0,Individual,Petrol,Automatic,20.51,998.0,67.0,5.0,4.5
Tata Tigor,Tata,Tigor,7.505,4,35000.0,Individual,Petrol,Manual,20.3,1199.0,84.0,5.0,5.7
Maruti Wagon R,Maruti,Wagon R,6.185586,6,60000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.25
Mahindra Scorpio,Mahindra,Scorpio,17.309855,6,80000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,8.25
Datsun GO,Datsun,GO,5.83,4,31000.0,Dealer,Petrol,Manual,20.63,1198.0,67.0,5.0,2.85
Hyundai Santro,Hyundai,Santro,6.3,3,5000.0,Individual,Petrol,Manual,20.3,1086.0,68.0,5.0,5.0
Maruti Eeco,Maruti,Eeco,4.71,4,40000.0,Dealer,Petrol,Manual,15.37,1196.0,73.0,7.0,3.25
Maruti Alto,Maruti,Alto,4.065,4,10000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,2.6
Renault Duster,Renault,Duster,14.168889,5,40000.0,Individual,Diesel,Manual,19.64,1461.0,108.45,5.0,7.8
Maruti Alto,Maruti,Alto,4.112027,11,48156.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.35
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,5,46000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,6.0
Honda City,Honda,City,14.74,3,48959.0,Dealer,Petrol,Manual,17.4,1497.0,117.6,5.0,8.75
Honda Amaze,Honda,Amaze,9.33984,4,53200.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,4.75
Maruti Wagon R,Maruti,Wagon R,5.95,13,58000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,1.25
Hyundai i10,Hyundai,i10,7.1382666,11,60000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,1.5
Volkswagen Vento,Volkswagen,Vento,13.1,7,59000.0,Dealer,Petrol,Manual,15.04,1598.0,103.6,5.0,4.5
Maruti Ciaz,Maruti,Ciaz,11.595719,5,100000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5.0,6.5
Hyundai i10,Hyundai,i10,7.1382666,9,110000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,3.0
Mahindra XUV500,Mahindra,XUV500,19.6,2,30000.0,Individual,Diesel,Manual,15.1,2179.0,152.87,7.0,16.7
Maruti Baleno,Maruti,Baleno,8.395,3,15000.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,5.85
Mahindra Bolero,Mahindra,Bolero,9.7,7,100000.0,Individual,Diesel,Manual,15.96,2523.0,62.1,7.0,4.0
Volkswagen Polo,Volkswagen,Polo,9.283831,7,40266.0,Dealer,Diesel,Manual,22.07,1199.0,73.9,5.0,4.75
Honda Amaze,Honda,Amaze,9.33984,7,57432.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,3.65
Hyundai i20,Hyundai,i20,10.475,5,40000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.6
Hyundai i20,Hyundai,i20,11.21,5,50000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,6.5
Maruti Ciaz,Maruti,Ciaz,11.595719,5,40000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,5.95
Ford Ecosport,Ford,Ecosport,11.965,7,64532.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,4.65
Ford Ecosport,Ford,Ecosport,11.16,4,39601.0,Dealer,Petrol,Manual,15.9,1496.0,120.69,5.0,6.5
Honda Amaze,Honda,Amaze,8.71,6,28000.0,Individual,Petrol,Manual,18.0,1198.0,86.7,5.0,4.5
Hyundai i20,Hyundai,i20,10.810042,3,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,6.25
Renault Duster,Renault,Duster,14.168889,3,50000.0,Individual,Diesel,Manual,19.87,1461.0,83.8,5.0,8.1
Volkswagen Vento,Volkswagen,Vento,13.1,8,56000.0,Dealer,Petrol,Manual,15.04,1598.0,103.6,5.0,3.95
Honda WR-V,Honda,WR-V,12.405,4,80000.0,Individual,Diesel,Manual,25.5,1498.0,98.6,5.0,8.0
Datsun RediGO,Datsun,RediGO,4.475,4,15000.0,Individual,Petrol,Manual,22.5,999.0,67.0,5.0,3.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,4,80000.0,Individual,Diesel,Automatic,28.4,1248.0,74.02,5.0,6.1
Honda Amaze,Honda,Amaze,8.72,3,30000.0,Individual,Petrol,Manual,17.8,1198.0,86.7,5.0,5.0
Maruti Celerio,Maruti,Celerio,5.9832554,4,30000.0,Individual,Diesel,Manual,27.62,793.0,47.0,5.0,3.5
Maruti Wagon R,Maruti,Wagon R,6.24,13,100000.0,Individual,Petrol,Manual,18.9,1061.0,67.0,5.0,1.5
Honda City,Honda,City,16.17,6,59000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,7.0
Ford Figo,Ford,Figo,9.185,10,160000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,2.25
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,5,50000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,7.0
Maruti Ertiga,Maruti,Ertiga,10.457891,6,110000.0,Individual,Diesel,Manual,20.77,1248.0,88.76,7.0,5.65
Maruti Wagon R,Maruti,Wagon R,6.165,12,102558.0,Individual,Petrol,Manual,18.9,1061.0,67.0,5.0,1.2
Hyundai i10,Hyundai,i10,6.525,11,35000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.9
Toyota Innova,Toyota,Innova,24.86143,7,110000.0,Individual,Diesel,Manual,12.99,2494.0,100.6,7.0,9.0
Maruti Swift,Maruti,Swift,7.7467155,10,80000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,2.85
Maruti SwiftDzire,Maruti,SwiftDzire,6.345,2,27000.0,Dealer,Petrol,Manual,19.95,1197.0,81.8,5.0,5.7
Mahindra Scorpio,Mahindra,Scorpio,17.51,5,48500.0,Dealer,Diesel,Manual,15.4,2179.0,120.0,7.0,8.51
Ford Ecosport,Ford,Ecosport,11.715,5,40000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5.0,6.0
Maruti Swift,Maruti,Swift,7.555,2,20000.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,5.3
Renault Duster,Renault,Duster,14.168889,8,53000.0,Individual,Diesel,Manual,19.01,1461.0,108.45,5.0,6.5
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,4,36000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,6.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.24,8,78000.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,3.85
Honda WR-V,Honda,WR-V,10.255,2,26000.0,Dealer,Petrol,Manual,17.5,1199.0,88.7,5.0,8.5
Hyundai Creta,Hyundai,Creta,15.925,3,35000.0,Individual,Diesel,Manual,20.5,1582.0,126.2,5.0,13.0
Maruti Swift,Maruti,Swift,7.81,5,24000.0,Dealer,Petrol,Manual,20.4,1197.0,83.11,5.0,4.85
Maruti Alto,Maruti,Alto,4.112027,4,14400.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,3.2
Mahindra Bolero,Mahindra,Bolero,9.7,5,100000.0,Individual,Diesel,Manual,15.96,2523.0,62.1,7.0,6.0
Renault KWID,Renault,KWID,4.605,2,5700.0,Dealer,Petrol,Manual,23.01,999.0,67.0,5.0,3.6
Hyundai Santro,Hyundai,Santro,6.3,1,100.0,Individual,Petrol,Manual,20.3,1086.0,68.0,5.0,4.75
Hyundai Verna,Hyundai,Verna,15.69,4,72000.0,Dealer,Diesel,Manual,24.0,1396.0,88.76,5.0,6.98
Mahindra Scorpio,Mahindra,Scorpio,17.665,11,60000.0,Individual,Diesel,Manual,13.5,2609.0,115.0,5.0,5.0
Maruti Swift,Maruti,Swift,7.555,3,14000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,5.9
Ford Ecosport,Ford,Ecosport,11.765,4,70000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5.0,7.5
Maruti Wagon R,Maruti,Wagon R,6.24,5,120000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,2.9
